Ngày 11/19/2023:
   Keyword 'bolsa_chica_mesa': 0.04%
   Keyword 'orange_county': 0.04%
   Keyword 'nguyễn_hàn_chung': 0.04%
   Keyword 'thơ': 0.04%
   Keyword 'thổ_nhĩ_kỳ_thuỵ_điển': 0.04%
   Keyword 'nhà_báo_nguyễn_quí_đức': 0.04%
   Keyword 'nguyễn_quí_đức': 0.04%
   Keyword 'messi': 0.04%
   Keyword 'vòng_loại_world_cup_messi': 0.04%
   Keyword 'đài_loan': 0.04%
   Keyword 'cay_thơm_habibis_hot_chicken': 0.04%
   Keyword 'habibis_hot_chicken': 0.04%
   Keyword 'uỷ_ban_di_sản_thế_giới_vịnh_hạ_long': 0.04%
   Keyword 'hối_lộ_vụ_vạn_thịnh_phát': 0.04%
   Keyword 'khai_trương': 0.04%
   Keyword 'nghiên_cứu': 0.04%
   Keyword 'am_nhac_vietlist': 0.04%
   Keyword 'dong_que': 0.04%
   Keyword 'thương_tích': 0.04%
   Keyword 'nguyễn_ngọc_quang': 0.04%
   Keyword 'dân_chủ_nguyễn_ngọc_quang': 0.04%
   Keyword 'linh_mục_nguyễn_văn_lý': 0.04%
   Keyword 'sakharov': 0.04%
   Keyword 'giải_nhân_quyền_sakharov': 0.04%
   Keyword 'tổ_chức_nhân_quyền_asean': 0.04%
   Keyword 'nhận_chỉ_thị_phải': 0.04%
   Keyword 'tiếng_nói': 0.04%
   Keyword 'běnh_dương': 0.04%
   Keyword 'thực_hiện_nhân': 0.04%
   Keyword 'đňi': 0.04%
   Keyword 'kháng_thư_gửi': 0.04%
   Keyword 'cao_quang_ánh': 0.04%
   Keyword 'dân_biểu_cao_quang_ánh': 0.04%
   Keyword 'tu_viện': 0.04%
   Keyword 'thái_hà': 0.04%
   Keyword 'dòng': 0.04%
   Keyword 'chúa_cứu_thế': 0.04%
   Keyword 'lễ_trao_giải_tự': 0.04%
   Keyword 'nguyễn_kim_điền': 0.04%
   Keyword 'lễ_trao_giải_tự_tôn_giáo_nguyễn_kim_điền': 0.04%
   Keyword 'quốc_hội_canada': 0.04%
   Keyword 'linh_mục_tađęô_nguyễn_văn_lý': 0.04%
   Keyword 'phęrô_phan_văn_lợi': 0.04%
   Keyword 'tađęô': 0.04%
   Keyword 'công_an_vŕ_người_dân_thanh_hoá': 0.04%
   Keyword 'ts_ců_huy_hŕ_vũ': 0.04%
   Keyword 'ců_huy_hŕ_vũ': 0.04%
   Keyword 'đại_sứ_michael_michalak': 0.04%
   Keyword 'michael_michalak': 0.04%
   Keyword 'công_giáo': 0.04%
   Keyword 'tŕi': 0.04%
   Keyword 'vięn_công_giáo': 0.04%
   Keyword 'blogger_tạ_phong_tần': 0.04%
   Keyword 'ngoại_trưởng': 0.04%
   Keyword 'ngoại_trưởng_clinton': 0.04%
   Keyword 'clinton': 0.04%
   Keyword 'sắp_lễ': 0.04%
   Keyword 'tổng_bố_ráp_đối': 0.04%
   Keyword 'lập': 0.04%
   Keyword 'nguyễn_đan_quế': 0.04%
   Keyword 'nhân': 0.04%
   Keyword 'bs_nguyễn_đan_quế': 0.04%
   Keyword 'vą_phong_trąo_lao_động_việt': 0.04%
   Keyword 'phong_trąo_lao_động': 0.04%
   Keyword 'bồ': 0.04%
   Keyword 'lănh_đạo_việt_nam': 0.04%
   Keyword 'bị_csvn_đánh_ngất': 0.04%
   Keyword 'xỉu': 0.04%
   Keyword 'nguyễn_hồng_quang': 0.04%
   Keyword 'tôn_giáo_việt_nam': 0.04%
   Keyword 'giới_luật': 0.04%
   Keyword 'an_giang_ca': 0.04%
   Keyword 'ht_quảng_ðộ': 0.04%
   Keyword 'cử_hành': 0.04%
   Keyword 'quảng_ðộ': 0.04%
   Keyword 'lễ_phật_ðản': 0.04%
   Keyword 'nhà_văn_trần_khải_thanh_thuỷ': 0.04%
   Keyword 'nhà_văn': 0.04%
   Keyword 'trần_khải_thanh_thuỷ': 0.04%
   Keyword 'kỳ_đưa': 0.04%
   Keyword 'trở_lại': 0.04%
   Keyword 'biệt': 0.04%
   Keyword 'lại_thúc_giục_hoa': 0.04%
   Keyword 'cần_quan_tâm_đặc': 0.04%
   Keyword 'chính_kiến': 0.04%
   Keyword 'human_rights_watch_việt_nam': 0.04%
   Keyword 'human_rights_watch': 0.04%
   Keyword 'thượng_nghị_sĩ': 0.04%
   Keyword 'thượng_nghị_sĩ_mỹ': 0.04%
   Keyword 'toán_học': 0.04%
   Keyword 'giảng_viên': 0.04%
   Keyword 'phóng_vięn_không_bięn': 0.04%
   Keyword 'kęu_gọi': 0.04%
   Keyword 'tů_lương_tâm': 0.04%
   Keyword 'giới': 0.04%
   Keyword 'thả': 0.04%
   Keyword 'công_dân_ba_lan': 0.04%
   Keyword 'truyền_đơn': 0.04%
   Keyword 'sŕi_gňn': 0.04%
   Keyword 'vě_đại_diện_fidh': 0.04%
   Keyword 'diễn': 0.04%
   Keyword 'bác_sĩ_lę_nguyęn_sang': 0.04%
   Keyword 'lę_nguyęn_sang': 0.04%
   Keyword 'mai_thị_dung': 0.04%
   Keyword 'đồng_đạo_pghh': 0.04%
   Keyword 'nhân_quyền_việt_nam': 0.04%
   Keyword 'nhận_định': 0.04%
   Keyword 'tù': 0.04%
   Keyword 'toà_csvn_kết_án_tín_đồ_pghh_nguyễn_văn_lía': 0.04%
   Keyword 'nguyễn_văn_lía': 0.04%
   Keyword 'toà_csvn_kết_án': 0.04%
   Keyword 'cướp_đất': 0.04%
   Keyword 'melbourne': 0.04%
   Keyword 'lễ_trao_giải_nhân_quyền_việt_nam': 0.04%
   Keyword 'lễ_trao_giải_nhân': 0.04%
   Keyword 'đại_lợi': 0.04%
   Keyword 'mục_sư': 0.04%
   Keyword 'nguyễn_công_chính': 0.04%
   Keyword 'mục_sư_nguyễn_công_chính': 0.04%
   Keyword 'văn_bút_quốc_tế': 0.04%
   Keyword 'đại_hội_văn_bút_quốc_tế': 0.04%
   Keyword 'quyền_việt_nam': 0.04%
   Keyword 'dân_oan_bến_tre_đã_trình_lhq': 0.04%
   Keyword 'trình_lhq': 0.04%
   Keyword 'đòi_csvn_thả_ngay': 0.04%
   Keyword 'dân': 0.04%
   Keyword 'oan_bến_tre_đã': 0.04%
   Keyword 'cảnh_cáo': 0.04%
   Keyword 'těnh': 0.04%
   Keyword 'hŕ_nội_cấm_biểu': 0.04%
   Keyword 'sẽ_đŕn_áp': 0.04%
   Keyword 'hŕ_nội_cấm_biểu_těnh': 0.04%
   Keyword 'phạm_minh_hoàng': 0.04%
   Keyword 'châu_âu_hoa_kỳ': 0.04%
   Keyword 'sức_ép': 0.04%
   Keyword 'sức_ép_tręn_việt_nam': 0.04%
   Keyword 'vụ_linh_mục_nguyễn_văn_lý': 0.04%
   Keyword 'bůi_chát': 0.04%
   Keyword 'nhŕ_thơ_bůi_chát': 0.04%
   Keyword 'hmong': 0.04%
   Keyword 'lięn_hiệp_quốc_đňi': 0.04%
   Keyword 'dẹp_bỏ_trại_cải': 0.04%
   Keyword 'nhŕ_thờ_thái_hŕ': 0.04%
   Keyword 'tấn_công': 0.04%
   Keyword 'áp_lực_trung_quốc': 0.04%
   Keyword 'luân_công': 0.04%
   Keyword 'tů_nhân_chính_trị': 0.04%
   Keyword 'kęu_gọi_csvn_trả': 0.04%
   Keyword 'ân_xá': 0.04%
   Keyword 'nguyęn_đán': 0.04%
   Keyword 'thông_tin_facebook': 0.04%
   Keyword 'đảng_viên': 0.04%
   Keyword 'ban_cán_sư_đảng_toà_án': 0.04%
   Keyword 'phục_vụ': 0.04%
   Keyword 'nguyên_đán': 0.04%
   Keyword 'tội_phạm_dịp_tết_nguyên_đán': 0.04%
   Keyword 'hội_đàm': 0.04%
   Keyword 'hội_kiến': 0.04%
   Keyword 'võ_thị_ánh_xuân': 0.04%
   Keyword 'chủ_tịch_võ_thị_ánh_xuân': 0.04%
   Keyword 'hdbank': 0.04%
   Keyword 'australia': 0.04%
   Keyword 'nhiên_liệu': 0.04%
   Keyword 'chủ_trương': 0.04%
   Keyword 'huyền_thoại': 0.04%
   Keyword 'thế_giới_liên_minh': 0.04%
   Keyword 'hoà_tấu': 0.04%
   Keyword 'thiên_nhiên': 0.04%
   Keyword 'huế_bản': 0.04%
   Keyword 'xe_máy_điện_vinfast': 0.04%
   Keyword 'vinfast': 0.04%
   Keyword 'sùng_a_dếnh_cây': 0.04%
   Keyword 'hang_kia': 0.04%
   Keyword 'uy_tín_sùng_a_dếnh_cây': 0.04%
   Keyword 'vô_địch_olympic': 0.04%
   Keyword 'tự_hào': 0.04%
   Keyword 'trường_sĩ_quan_chính_trị_tự_hào': 0.04%
   Keyword 'sau_đại_học': 0.04%
   Keyword 'tiêu_cực': 0.04%
   Keyword 'nhiệm_vụ': 0.04%
   Keyword 'phương_hướng': 0.04%
   Keyword 'ban_chấp_hành_đảng_bộ_tỉnh_thái_nguyên': 0.04%
   Keyword 'thái_nguyên': 0.04%
   Keyword 'ban_chấp_hành': 0.04%
   Keyword 'vụ_giám_đốc_sở': 0.04%
   Keyword 'thủ_tướng_bắc_ninh': 0.04%
   Keyword 'thành_uỷ_tuyên_quang': 0.04%
   Keyword 'phương_tiện': 0.04%
   Keyword 'kịp_thời': 0.04%
   Keyword 'đảng_bộ_nhân_dân_tỉnh_long_an': 0.04%
   Keyword 'sức_sống': 0.04%
   Keyword 'antt_tết_nguyên_đán': 0.04%
   Keyword 'võ_văn_tần': 0.04%
   Keyword 'điện_ảnh_việt_nam': 0.04%
   Keyword 'mũi_nhọn': 0.04%
   Keyword 'cuộc_đời': 0.04%
   Keyword 'rắn_độc': 0.04%
   Keyword 'bác_sĩ_nhật': 0.04%
   Keyword 'bạn_đọc': 0.04%
   Keyword 'mẹ_con': 0.04%
   Keyword 'vàng': 0.04%
   Keyword 'hiệp_ước_hàn_quốc': 0.04%
   Keyword 'land_cruiser': 0.04%
   Keyword 'cruiser': 0.04%
   Keyword 'land_cruiser_phiên_bản_mini_giá_mềm_fj_cruiser': 0.04%
   Keyword 'tiền_thông_tin_quỹ': 0.04%
   Keyword 'hú_vía': 0.04%
   Keyword 'bản_đồ': 0.04%
   Keyword 'bản_đồ_ukraine': 0.04%
   Keyword 'viển_vông': 0.04%
   Keyword 'ngư_dân_quảng_ngãi': 0.04%
   Keyword 'black_friday_người': 0.04%
   Keyword 'tín_hiệu': 0.04%
   Keyword 'tín_hiệu_vui_mỹ': 0.04%
   Keyword 'dịp_black_friday_người': 0.04%
   Keyword 'tham_vọng': 0.04%
   Keyword 'đất_hiếm': 0.04%
   Keyword 'công_thương': 0.04%
   Keyword '8wonder': 0.04%
   Keyword 'winter_festival': 0.04%
   Keyword 'đắng_tờ_kết_quả_adn': 0.04%
   Keyword 'thiết_giáp_nga': 0.04%
   Keyword 'avdiivka': 0.04%
   Keyword 'chị_em_ruột': 0.04%
   Keyword 'báo_trung_quốc': 0.04%
   Keyword 'country_garden': 0.04%
   Keyword 'bà_già': 0.04%
   Keyword 'đoàn_văn_hậu_doãn_hải': 0.04%
   Keyword 'đoàn_văn_hậu_doãn_hải_my': 0.04%
   Keyword 'my': 0.04%
   Keyword 'radar': 0.04%
   Keyword 'mỹ_viện': 0.04%
   Keyword 'doanh_nghiệp_nhật': 0.04%
   Keyword 'binh_khí': 0.04%
   Keyword 'hoàng_thành': 0.04%
   Keyword 'chuỗi_dự_án_flamingo': 0.04%
   Keyword 'flamingo': 0.04%
   Keyword 'the_canopy_residences': 0.04%
   Keyword 'đặc_quyền': 0.04%
   Keyword 'tận_hưởng': 0.04%
   Keyword 'alkaliser': 0.04%
   Keyword 'phụ_nữ_thái_sơn_la': 0.04%
   Keyword 'thái': 0.04%
   Keyword 'sinh_thái_nông_nghiệp_đồng_tháp': 0.04%
   Keyword 'sinh_thái': 0.04%
   Keyword 'bé_xuân_mai': 0.04%
   Keyword 'xuân_mai': 0.04%
   Keyword 'vệ_tinh_triều_tiên': 0.04%
   Keyword 'quỹ_đạo_mỹ': 0.04%
   Keyword 'quỹ_đạo': 0.04%
   Keyword 'máy_in_laser': 0.04%
   Keyword 'brother': 0.04%
   Keyword 'nguyên_vị': 0.04%
   Keyword 'tết_nguyên_vị_fuji': 0.04%
   Keyword 'hương_thảo': 0.04%
   Keyword 'fuji': 0.04%
   Keyword 'fuji_foods': 0.04%
   Keyword 'thịt_bò_fuji': 0.04%
   Keyword 'tinh_hoa_văn_hoá_nhật_bản': 0.04%
   Keyword 'tinh_hoa': 0.04%
   Keyword 'ultimate': 0.04%
   Keyword 'lao_động_bhxh': 0.04%
   Keyword 'lệ_quyên': 0.04%
   Keyword 'túi_xách': 0.04%
   Keyword 'vỏ_chai': 0.04%
   Keyword 'scb': 0.04%
   Keyword 'công_xưởng': 0.04%
   Keyword 'chiến_thuật': 0.04%
   Keyword 'cô_giáo_tphcm': 0.04%
   Keyword 'căn_cứ': 0.04%
   Keyword 'trung_đông': 0.04%
   Keyword 'căn_cứ_mỹ': 0.04%
   Keyword 'biến_dạng': 0.04%
   Keyword 'tiêm_chủng': 0.04%
   Keyword 'thông_tin_iphone': 0.04%
   Keyword 'tri_ân_báo_dân_trí': 0.04%
   Keyword 'dân_trí': 0.04%
   Keyword 'phòng_tuyến_đông': 0.04%
   Keyword 'thách_thức': 0.04%
   Keyword 'thành_trì': 0.04%
   Keyword 'b': 0.04%
   Keyword 'thủ_tướng_hungary_nga': 0.04%
   Keyword 'ngôi_sao_thái_lan': 0.04%
   Keyword 'novak_djokovic_hướng_chức_vô_địch_davis_cup': 0.04%
   Keyword 'novak_djokovic': 0.04%
   Keyword 'hlv_thái_lan': 0.04%
   Keyword 'vua': 0.04%
   Keyword 'toan_tính': 0.04%
   Keyword 'luyện': 0.04%
   Keyword 'cấp_độ': 0.04%
   Keyword 'tư_duy': 0.04%
   Keyword 'vua_charles_iii': 0.04%
   Keyword 'danh_dự': 0.04%
   Keyword 'blackpink_vua_charles_iii': 0.04%
   Keyword 'máy_bay': 0.04%
   Keyword 'chủ_nhân': 0.04%
   Keyword 'fan_việt_westlife': 0.04%
   Keyword 'fan_việt': 0.04%
   Keyword 'thần_tốc': 0.04%
   Keyword 'gtvt': 0.04%
   Keyword 'nội_xâm': 0.04%
   Keyword 'tư_tưởng_hồ_chí_minh': 0.04%
   Keyword 'tư_tưởng': 0.04%
   Keyword 'công_cuộc': 0.04%
   Keyword 'nội_đô': 0.04%
   Keyword 'căn_hộ': 0.04%
   Keyword 'thượng_nguồn': 0.04%
   Keyword 'đà': 0.04%
   Keyword 'thiện_từ_tâm_đừng': 0.04%
   Keyword 'thành_phố_hồ_chí_minh': 0.04%
   Keyword 'tỉnh_quảng_trị_khánh_hoà': 0.04%
   Keyword 'bác_sĩ_tôm_lê_anh_xuân_người': 0.04%
   Keyword 'lê_anh_xuân_người': 0.04%
   Keyword 'sinh_hoạt': 0.04%
   Keyword 'võ_văn_kiệt': 0.04%
   Keyword 'ngày_sinh': 0.04%
   Keyword 'tỉnh_đoàn_lạng_sơn': 0.04%
   Keyword 'lạng_sơn': 0.04%
   Keyword 'tỉnh_đoàn': 0.04%
   Keyword 'thao': 0.04%
   Keyword 'phú_thọ_sạt_lở': 0.04%
   Keyword 'sạt_lở': 0.04%
   Keyword 'phú_thọ': 0.04%
   Keyword 'human_act_prize_thúc': 0.04%
   Keyword 'đội_ngũ': 0.04%
   Keyword 'truyền_thống_quê_hương_anh_hùng': 0.04%
   Keyword 'tài_hùng_biện_hà_nội': 0.04%
   Keyword 'sinh_viên_hà_nội': 0.04%
   Keyword 'kim_loại_quý': 0.04%
   Keyword 'phục_hồi': 0.04%
   Keyword 'thanh_hoá_phục_hồi': 0.04%
   Keyword 'giao_thương': 0.04%
   Keyword 'tây_nam_bộ': 0.04%
   Keyword 'ảnh_ngắm': 0.04%
   Keyword 'ảnh_ngắm_phố_cổ_hoa_lư': 0.04%
   Keyword 'hoa_lư': 0.04%
   Keyword 'giải_thưởng_assa': 0.04%
   Keyword 'bảo_hiểm_xã_hội_việt_nam': 0.04%
   Keyword 'yên_bình': 0.04%
   Keyword 'nước_lã': 0.04%
   Keyword 'nsưt_phượng_hằng': 0.04%
   Keyword 'phượng_hằng': 0.04%
   Keyword 'mourinho': 0.04%
   Keyword 'roma': 0.04%
   Keyword 'mercedes': 0.04%
   Keyword 'giám_đốc_sở_tp._hcm': 0.04%
   Keyword 'quảng_bình': 0.04%
   Keyword 'dải_phân_cách': 0.04%
   Keyword 'thí_sinh': 0.04%
   Keyword 'ngọc_sơn': 0.04%
   Keyword 'vũ_đạo': 0.04%
   Keyword 'đỏ': 0.04%
   Keyword 'yemen': 0.04%
   Keyword 'tổng_thống_biden': 0.04%
   Keyword 'giới_tuyến': 0.04%
   Keyword 'ngọc_trinh': 0.04%
   Keyword 'mô_tô': 0.04%
   Keyword 'kẻ_cướp_ngân_hàng_đà_nẵng_bảng_led': 0.04%
   Keyword 'chân_tướng': 0.04%
   Keyword 'bảng': 0.04%
   Keyword 'lan_anh': 0.04%
   Keyword 'hoa_hậu_lan_anh': 0.04%
   Keyword 'phát_đạt': 0.04%
   Keyword 'quang_hải_tin_vui_đội_tuyển_việt_nam': 0.04%
   Keyword 'hagl': 0.04%
   Keyword 'toàn_trường': 0.04%
   Keyword 'hiệu_trưởng': 0.04%
   Keyword 'clb_m._u': 0.04%
   Keyword 'vest': 0.04%
   Keyword 'chân_váy': 0.04%
   Keyword 'chân_lính_israel': 0.04%
   Keyword 'rau_sạch': 0.04%
   Keyword 'tài_khoản_mạng_xã_hội_giả_huấn': 0.04%
   Keyword 'lớp_mù_tp._hcm': 0.04%
   Keyword 'kết_quả_xổ_số_hôm_nay_kqxs': 0.04%
   Keyword 'xổ_số': 0.04%
   Keyword 'công_nông': 0.04%
   Keyword 'trường_đh_phan_châu_trinh': 0.04%
   Keyword 'y_khoa': 0.04%
   Keyword 'phan_châu_trinh': 0.04%
   Keyword 'chất_béo': 0.04%
   Keyword 'bia_red_ruby': 0.04%
   Keyword 'bia_châu_á': 0.04%
   Keyword 'giải_vô_địch_bia_châu_á': 0.04%
   Keyword 'tin_vui_đường_bay_perth': 0.04%
   Keyword 'biến_động': 0.04%
   Keyword 'diễn_đàn_thường_niên_af6': 0.04%
   Keyword 'bùi_viện': 0.04%
   Keyword 'phố_bùi_viện': 0.04%
   Keyword 'chân_trời': 0.04%
   Keyword 'gen_z_tpbank': 0.04%
   Keyword 'khán_giả_trẻ_ngân_hàng_gen_z_tpbank': 0.04%
   Keyword 'facebook_fanpage_tpbank': 0.04%
   Keyword 'tpbank': 0.04%
   Keyword 'trải_nghiệm': 0.04%
   Keyword 'fanpage': 0.04%
   Keyword 'nhạc_hội_trọn': 0.04%
   Keyword 'tâm_điểm': 0.04%
   Keyword 'trọn': 0.04%
   Keyword 'giác_quan': 0.04%
   Keyword 'nhạc_hội_tpbank': 0.04%
   Keyword 'concert': 0.04%
   Keyword 'starship': 0.04%
   Keyword 'tên_lửa_starship': 0.04%
   Keyword 'musk': 0.04%
   Keyword 'texas': 0.04%
   Keyword 'thiên_hà': 0.04%
   Keyword 'tứ_kết_giải_cầu_lông_trung_quốc_masters': 0.04%
   Keyword 'trợ_lý_hlv_shin_taeyong': 0.04%
   Keyword 'trận_vòng_loại_world_cup': 0.04%
   Keyword 'allstars': 0.04%
   Keyword 'vay_lãi': 0.04%
   Keyword 'ninh_thuận': 0.04%
   Keyword 'mật': 0.04%
   Keyword 'ninh_thuận_mật': 0.04%
   Keyword 'vụ_sổ_đỏ_h._phù_mỹ': 0.04%
   Keyword 'phù_mỹ': 0.04%
   Keyword 'be': 0.04%
   Keyword 'grab': 0.04%
   Keyword 'tài_xế_grab': 0.04%
   Keyword 'công_đoàn': 0.04%
   Keyword 'lãnh_đạo_sở_bắc_ninh': 0.04%
   Keyword 'ô_tô_sân_bay_chu_lai_khởi': 0.04%
   Keyword 'chu_lai_khởi': 0.04%
   Keyword 'gia_lai': 0.04%
   Keyword 'thời_tiết': 0.04%
   Keyword 'giao_thông_miền_núi_quảng_ngãi': 0.04%
   Keyword 'cổ_mã': 0.04%
   Keyword 'hầm_cổ_mã': 0.04%
   Keyword 'thời_gian_thực': 0.04%
   Keyword 'cái_nước': 0.04%
   Keyword 'chà': 0.04%
   Keyword 'đầm_dơi': 0.04%
   Keyword 'richard_gasquet': 0.04%
   Keyword 'auckland': 0.04%
   Keyword 'coco_gauff': 0.04%
   Keyword 'fifa': 0.04%
   Keyword 'lá_cờ_đầu': 0.04%
   Keyword 'hlv_shin_tae_yong': 0.04%
   Keyword 'nguy_cơ_ghế_đt_indonesia': 0.04%
   Keyword 'vệ_tinh_internet_starlink': 0.04%
   Keyword 'internet_starlink': 0.04%
   Keyword 'netflix': 0.04%
   Keyword 'đình_đám': 0.04%
   Keyword 'squid_game_the_challenge_đình_đám_netflix': 0.04%
   Keyword 'squid_game_the_challenge': 0.04%
   Keyword 'hàng_đầu_bóng_chuyền_nữ_việt_nam': 0.04%
   Keyword 'real_madrid': 0.04%
   Keyword 'vô_địch_la_liga_atletico': 0.04%
   Keyword 'la_liga_atletico': 0.04%
   Keyword 'barcelona': 0.04%
   Keyword 'guồng': 0.04%
   Keyword 'bóng_đá_việt_nam_guồng': 0.04%
   Keyword 'everton': 0.04%
   Keyword 'giới_trẻ_thủ_đô': 0.04%
   Keyword 'lễ_hội': 0.04%
   Keyword 'bia': 0.04%
   Keyword 'lễ_hội_bia_hà_nội': 0.04%
   Keyword 'justin_bieber': 0.04%
   Keyword 'sinh_nhật': 0.04%
   Keyword 'bom_han_so_hee_park_seo_joon': 0.04%
   Keyword 'han_so_hee': 0.04%
   Keyword 'mỹ_thuật': 0.04%
   Keyword 'vẻ_đẹp_hoa_khôi_bóng_chuyền_việt_nam': 0.04%
   Keyword 'phẩm_lưới_đội_bóng_châu_âu': 0.04%
   Keyword 'than': 0.04%
   Keyword 'kante_hà_nam': 0.04%
   Keyword 'khoáng_sản_việt_nam': 0.04%
   Keyword 'tiếc_nuối': 0.04%
   Keyword 'tâm_thư_army': 0.04%
   Keyword 'girl_thuỳ_linh': 0.04%
   Keyword 'ngôi_sao_cầu_lông_đan_mạch': 0.04%
   Keyword 'động_lực': 0.04%
   Keyword 'nhạc_sĩ': 0.04%
   Keyword 'trần_hoàn': 0.04%
   Keyword 'nhạc_sĩ_trần_hoàn': 0.04%
   Keyword 'hải_âu': 0.04%
   Keyword 'lỗi_lạc': 0.04%
   Keyword 'lhp_việt_nam': 0.04%
   Keyword 'công_nghiệp_điện_ảnh_việt_nam': 0.04%
   Keyword 'hội_thảo': 0.04%
   Keyword 'tập_đoàn_điện_lực_evn': 0.04%
   Keyword 'chủ_quyền': 0.04%
   Keyword 'hội_nghị_khách_hàng_trung_quốc': 0.04%
   Keyword 'biển_vịnh_hạ_long': 0.04%
   Keyword 'bộ_mặt': 0.04%
   Keyword 'trăm_năm': 0.04%
   Keyword 'phù_thuỷ': 0.04%
   Keyword 'chi_nhánh': 0.04%
   Keyword 'tiền_mặt': 0.04%
   Keyword 'toàn_cảnh': 0.04%
   Keyword 'thủ_thiêm': 0.04%
   Keyword 'bạch_đằng': 0.04%
   Keyword 'đại_tây_dương': 0.04%
   Keyword 'đường_vành_đai': 0.04%
   Keyword 'phim_ảnh': 0.04%
   Keyword 'thị_phần': 0.04%
   Keyword 'thị_phần_xe_điện_trung_quốc': 0.04%
   Keyword 'thời_bình': 0.04%
   Keyword 'chiến_dịch_hồ_chí_minh': 0.04%
   Keyword 'cây_xăng': 0.04%
   Keyword 'sina_sports_tuyển_trung_quốc': 0.04%
   Keyword 'sina_sports_tuyển_trung': 0.04%
   Keyword 'khởi_nghĩa_nam': 0.04%
   Keyword 'thương_lái': 0.04%
   Keyword 'dấu_hiệu': 0.04%
   Keyword 'bảng_đèn_led': 0.04%
   Keyword 'trung_tâm_hà_nội': 0.04%
   Keyword 'người_thân': 0.04%
   Keyword 'giám_thị': 0.04%
   Keyword 'nỗi_niềm': 0.04%
   Keyword 'thanh_sói': 0.04%
   Keyword 'ngô_thanh_vân': 0.04%
   Keyword 'nhà_kinh_tế_hàng_đầu_bong_bóng': 0.04%
   Keyword 'nhà_kinh_tế': 0.04%
   Keyword 'bong_bóng': 0.04%
   Keyword 'ngư_dân_bình_định': 0.04%
   Keyword 'long_bào_vua_bảo_đại': 0.04%
   Keyword 'tấn_đại': 0.04%
   Keyword 'xe_đạp_nam_kỳ': 0.04%
   Keyword 'nam_kỳ': 0.04%
   Keyword 'doanh_nghiệp_cảng_biển_mỹ': 0.04%
   Keyword 'jennie': 0.04%
   Keyword 'spotify': 0.04%
   Keyword 'lisa_blackpink': 0.04%
   Keyword 'jennie_lisa_blackpink': 0.04%
   Keyword 'tập_thể': 0.04%
   Keyword 'đề_tài': 0.04%
   Keyword 'the_marvels': 0.04%
   Keyword 'jungkook': 0.04%
   Keyword 'đỉnh_cao': 0.04%
   Keyword 'lee_sun_kyun': 0.04%
   Keyword 'gdragon_lee_sun_kyun': 0.04%
   Keyword 'hàn': 0.04%
   Keyword 'nông_sản_việt_nam': 0.04%
   Keyword 'uprace': 0.04%
   Keyword 'hành_trình_cộng_đồng_cimb_việt_nam_uprace': 0.04%
   Keyword 'đường_mỹ_phước_tân_vạn': 0.04%
   Keyword 'tp._hcm_bình_dương': 0.04%
   Keyword 'phước_tân_vạn': 0.04%
   Keyword 'cha_mẹ': 0.04%
   Keyword 'trà_sữa': 0.04%
   Keyword 'con_tin_gaza': 0.04%
   Keyword 'who_trung_quốc': 0.04%
   Keyword 'lợi_thuỵ_sĩ': 0.04%
   Keyword 'xe_tăng': 0.04%
   Keyword 'thuỵ_sĩ': 0.04%
   Keyword 'truyện_ngắn': 0.04%
   Keyword 'ngăn_kéo': 0.04%
   Keyword 'gò_môn': 0.04%
   Keyword 'di_tích_gò_môn': 0.04%
   Keyword 'mắt': 0.04%
   Keyword 'bệnh_viện_mắt': 0.04%
   Keyword 'thiếu_nhi': 0.04%
   Keyword 'thiếu_nhi_tp._hcm': 0.04%
   Keyword 'đại_nghĩa_kỵ_rơ_hồng_ánh': 0.04%
   Keyword 'hồng_ánh': 0.04%
   Keyword 'kỵ_rơ': 0.04%
   Keyword 'đại_nghĩa': 0.04%
   Keyword 'mitsubishi_xforce_tỉ': 0.04%
   Keyword 'hàng_mitsubishi_xforce_tỉ': 0.04%
   Keyword 'nam_giới': 0.04%
   Keyword 'chevrolet_corvette': 0.04%
   Keyword 'xe_chevrolet_corvette': 0.04%
   Keyword 'nhạc_phẩm': 0.04%
   Keyword 'memory': 0.04%
   Keyword 'cats': 0.04%
   Keyword 'nhạc_kịch_cats': 0.04%
   Keyword 'nhạc_kịch': 0.04%
